size,num_rooms,distance_city,age,price
183.35,3,6.94,35,10000.0
155.23,3,12.87,0,119307.28
173.25,2,24.69,20,28425.56
132.02,6,21.08,2,112427.68
147.21,1,19.49,5,38049.98
183.38,4,2.93,21,257428.55
192.4,6,27.99,16,198984.53
121.16,3,25.81,10,59807.08
180.55,2,28.56,22,24166.55
114.65,2,16.03,1,30309.4
36.47,4,6.35,31,51457.18
167.09,2,13.64,15,99593.5
160.75,6,28.07,31,24359.12
62.12,2,22.02,2,67307.56
176.11,3,27.73,14,75400.68
64.11,6,2.64,15,177352.59
68.29,6,6.64,26,84682.43
104.61,7,13.78,34,49231.0
57.39,5,28.96,2,62655.89
146.41,4,16.02,1,99126.71
84.68,1,5.16,4,10000.0
69.72,4,1.1,2,76581.52
175.69,7,19.22,23,164710.36
42.57,6,24.9,19,38280.93
146.55,4,14.04,30,121830.18
146.09,5,8.25,39,65738.09
182.76,4,16.56,14,81590.08
54.55,6,22.2,39,16895.85
57.25,6,1.61,32,100668.67
54.48,4,12.9,35,145496.37
51.25,6,11.24,38,10000.0
101.59,4,14.36,18,174116.9
87.43,6,12.57,29,97263.59
65.01,2,21.67,23,116058.53
163.3,3,27.11,22,43050.24
159.88,4,11.87,12,105879.14
122.28,4,9.71,33,126288.71
161.68,5,12.95,8,95853.95
142.14,5,13.52,38,190566.65
34.05,2,12.19,27,24940.99
125.77,2,19.6,23,139618.68
166.14,2,12.93,19,120936.08
188.31,3,18.7,31,16991.44
120.2,6,26.4,27,110932.93
31.47,7,26.21,13,58838.44
45.29,3,6.89,6,64717.69
91.7,3,17.92,33,100767.51
110.76,6,6.08,12,134911.4
179.7,2,13.04,21,81921.94
135.11,2,17.29,25,47942.86
174.16,2,29.31,27,33613.59
54.93,4,3.81,2,155243.4
111.07,7,1.58,28,120185.91
169.05,4,17.96,7,224970.42
190.92,5,10.97,14,83525.97
44.45,3,3.0,5,40075.61
55.41,7,28.85,8,134177.93
137.82,3,21.63,38,80244.36
165.88,1,19.03,24,103642.07
198.59,3,25.69,8,68126.46
185.71,4,10.24,7,222378.7
140.4,6,9.89,18,127086.32
157.5,7,20.04,26,123126.13
86.6,1,4.79,39,10000.0
33.27,4,6.79,19,29343.64
96.03,6,20.49,28,52610.57
175.12,7,13.31,28,234967.82
52.5,3,21.85,22,10000.0
185.27,6,3.46,27,220978.07
84.16,5,26.98,1,153818.88
71.3,2,11.83,6,116875.53
166.25,7,3.53,3,189265.17
87.99,5,3.04,23,59896.0
194.16,4,19.3,13,93174.65
39.55,2,6.79,30,10000.0
43.8,1,21.83,4,10000.0
65.74,6,3.3,13,153685.91
119.99,4,24.71,28,27764.3
109.77,6,20.61,35,65240.48
40.42,2,15.72,3,70696.46
179.29,5,29.21,28,117476.52
149.49,1,6.46,34,56163.14
97.09,7,18.18,24,63211.54
116.13,3,7.33,10,57252.41
31.19,6,8.3,30,76319.24
40.99,1,15.32,36,70263.23
103.12,6,23.17,29,132032.87
32.04,6,20.56,13,94466.69
148.67,5,20.67,3,10000.0
74.61,7,10.25,14,125285.24
81.04,4,10.09,40,25906.14
62.35,5,5.95,28,14337.16
85.14,7,25.55,39,110856.27
108.82,4,14.11,6,124588.95
34.16,2,23.86,15,10000.0
177.94,2,12.58,1,127895.72
59.37,5,28.44,9,16663.75
32.79,4,5.35,13,135828.83
81.6,7,16.93,9,101255.91
112.71,6,15.47,17,138254.23
143.18,3,28.88,3,16538.08
84.96,4,18.63,6,37511.28
66.79,4,1.38,12,116564.31
56.96,6,10.01,25,46833.96
120.04,3,22.02,32,10000.0
176.9,3,17.39,19,120836.72
71.84,3,20.96,36,10000.0
183.43,6,27.56,39,99613.75
128.13,3,21.25,36,10000.0
194.13,7,19.35,39,97088.19
70.29,7,8.22,23,171587.29
181.39,3,15.82,4,74502.87
43.82,4,14.42,36,10000.0
191.01,6,8.71,18,180687.95
76.96,2,11.55,31,10000.0
110.54,2,19.36,13,79165.64
54.84,3,28.74,19,10000.0
83.41,5,6.8,32,114653.42
132.86,3,22.27,29,164841.94
63.14,7,15.62,10,33683.16
174.96,3,8.57,6,162042.34
34.3,6,19.68,17,21644.9
198.81,4,19.15,22,193178.02
130.95,7,10.11,37,63546.16
133.11,3,5.72,5,95627.97
192.54,1,2.52,13,146669.74
171.41,4,16.95,25,125385.93
139.88,4,6.16,25,144687.18
85.08,7,17.49,35,10000.0
39.5,6,21.7,20,106459.28
47.38,2,28.26,9,22052.49
158.29,3,10.81,17,99457.31
122.67,5,13.07,32,33104.24
148.08,5,24.86,33,50964.55
184.94,3,7.59,2,120338.99
146.2,1,2.52,34,99213.78
67.23,2,28.55,38,14712.59
53.4,3,10.37,30,10000.0
160.14,4,1.68,29,189464.85
100.54,1,2.16,24,117339.57
31.22,6,3.34,35,118881.58
116.56,7,5.76,9,20069.57
156.52,3,8.7,15,73194.64
96.03,7,6.85,24,95485.91
74.26,1,19.86,18,80655.69
105.74,6,20.48,31,68604.62
95.87,1,22.54,35,32222.01
64.02,5,22.34,12,76371.57
130.85,3,11.47,2,53155.97
136.44,5,26.82,34,73204.92
32.1,7,6.25,13,96790.13
114.93,6,12.27,13,194986.55
58.09,4,14.93,24,92334.28
165.15,6,25.86,10,42226.67
174.96,5,2.45,0,140607.04
76.62,1,9.8,15,31493.74
39.1,2,19.73,39,10000.0
156.11,3,3.21,17,229822.34
182.75,3,5.11,18,123404.43
188.48,7,27.52,5,45938.59
164.77,4,6.06,5,58950.77
153.22,4,26.22,23,78847.77
149.49,4,2.84,28,175580.41
66.63,4,20.66,1,10000.0
100.11,1,17.73,2,51558.53
40.71,7,26.41,28,75672.95
75.44,6,8.89,35,34706.55
69.92,4,24.5,40,112873.21
175.69,5,28.61,20,140320.55
69.36,7,22.53,11,131454.28
169.52,5,5.75,26,179991.97
93.12,5,16.68,13,65183.08
128.64,3,14.56,14,45073.42
79.72,7,20.51,36,30881.89
193.44,1,18.46,35,10000.0
86.58,3,19.72,18,10000.0
181.26,3,15.68,34,15959.54
136.26,5,10.91,25,134938.9
127.53,7,23.98,33,10000.0
97.38,7,13.15,4,104047.06
47.65,1,8.39,22,43697.0
190.19,6,7.58,28,152415.72
154.42,7,11.83,37,128677.39
118.93,7,12.39,23,129382.03
197.95,2,19.57,18,10000.0
171.84,7,6.46,0,171947.75
48.33,2,27.56,28,10000.0
82.11,7,12.78,33,49300.03
168.46,1,1.47,12,148897.39
65.2,7,23.51,3,86912.05
101.73,3,20.19,0,173293.8
131.59,3,12.24,8,25670.71
111.33,5,18.21,27,132375.76
196.09,4,10.27,1,137716.96
95.24,5,23.32,17,10000.0
129.81,3,28.52,27,107802.38
193.67,7,27.27,19,126454.57
122.43,1,8.12,33,26141.32
94.57,3,8.0,39,10968.02
35.84,3,17.03,28,10000.0
46.14,6,4.72,35,87729.82
162.74,5,13.89,20,76149.34
95.99,5,19.96,2,116516.64
129.56,6,15.99,7,15334.81
36.77,5,10.61,4,117657.9
56.32,7,3.23,19,115349.98
156.57,6,27.26,31,126461.88
37.46,2,7.48,35,10000.0
151.35,7,21.32,36,46176.82
47.26,2,4.83,39,10000.0
114.34,7,21.27,1,97583.35
119.28,6,11.68,22,118250.23
104.17,6,13.25,3,128475.06
74.67,6,11.37,16,202509.43
178.84,1,1.7,3,110183.98
61.75,2,13.94,40,10000.0
41.36,7,20.03,23,110319.71
49.69,1,7.74,6,96912.68
31.9,1,15.8,0,87308.89
119.18,3,17.98,0,75588.25
186.52,7,14.93,9,144725.4
142.89,4,14.88,4,87477.73
122.04,7,3.06,27,213512.29
175.83,2,25.97,3,10000.0
126.25,2,19.18,17,45456.09
136.36,2,25.01,16,61127.39
84.48,4,1.8,27,122779.73
188.23,4,14.05,33,141372.39
111.49,7,15.78,16,211175.96
178.22,6,5.56,24,138938.17
103.57,1,13.1,22,155504.87
149.76,7,5.22,26,110774.15
108.97,7,29.61,14,139228.94
172.18,5,10.49,12,212826.57
95.64,7,25.35,24,79660.52
125.23,6,18.55,26,57257.38
45.47,4,29.28,21,58406.66
134.78,1,8.3,11,81893.99
117.3,3,27.88,13,96114.01
70.7,2,11.11,12,83010.08
99.96,3,18.34,27,10000.0
62.02,5,26.83,6,93822.2
146.81,3,21.67,22,22561.11
64.76,4,17.87,7,73183.05
138.56,2,18.35,25,10000.0
87.35,6,24.48,15,34473.31
188.52,4,16.58,6,176570.21
133.02,3,4.61,15,78958.16
41.31,7,28.09,37,26748.99
107.31,5,17.92,11,71814.88
38.67,4,19.22,20,67895.15
48.37,4,12.22,5,114048.86
166.22,1,2.19,3,195957.83
48.27,5,8.78,31,122172.66
64.83,6,17.43,0,55183.94
87.39,5,21.87,11,98282.99
132.62,7,8.74,22,171536.88
172.93,2,1.67,23,160724.87
194.29,4,6.89,25,136532.01
192.26,1,17.57,25,167533.28
51.18,2,25.52,9,20591.62
108.12,2,26.86,37,11701.45
144.1,4,17.81,24,117144.48
95.74,2,7.73,34,10000.0
55.57,4,25.67,30,76124.02
33.91,7,8.88,35,10000.0
119.07,3,1.6,20,119956.79
95.94,4,18.59,15,79244.11
148.82,4,5.88,16,79511.94
67.05,3,12.75,10,44364.19
132.07,4,28.86,27,144675.63
125.76,6,21.23,18,123092.28
88.68,4,1.59,17,93762.54
105.71,4,3.59,10,160982.97
199.51,4,5.58,9,217103.48
129.53,5,18.37,32,147709.31
91.98,7,7.63,28,10000.0
56.99,5,21.16,2,188955.26
107.03,3,5.11,17,128891.92
178.07,2,7.64,12,73023.88
45.69,1,17.61,31,10000.0
178.21,7,28.3,7,10000.0
182.14,2,1.5,38,90309.53
132.45,1,2.95,4,138832.6
51.1,4,17.05,15,56716.81
60.42,5,28.03,10,186308.63
160.28,5,24.59,20,123485.03
182.12,4,4.91,2,230543.71
176.49,7,11.65,31,140359.09
108.61,4,6.08,4,125106.26
158.27,1,29.5,5,138960.99
78.82,5,24.17,27,44306.72
98.66,5,14.53,26,157595.47
118.34,7,18.56,29,105158.13
118.99,4,5.84,34,10000.0
51.46,1,7.0,24,17397.51
132.75,4,12.09,12,167510.56
34.06,4,6.76,1,21478.07
55.02,7,18.12,30,74609.82
53.77,7,9.76,10,132583.53
104.63,4,12.58,29,126003.65
93.17,2,14.44,17,181791.34
182.5,1,9.57,2,149762.09
109.07,4,26.72,35,99511.34
169.59,5,14.84,37,134458.17
177.67,4,2.96,13,190132.81
31.88,1,5.23,28,91160.55
75.83,1,15.78,25,10000.0
86.79,5,14.35,25,152850.93
78.44,1,24.24,23,106239.34
103.68,5,2.05,31,56623.24
153.87,5,15.67,40,129416.45
86.13,6,13.76,29,189682.79
75.41,2,23.1,8,12809.69
67.44,1,9.78,38,10000.0
63.06,5,6.62,32,100702.96
126.59,2,1.02,3,85929.29
176.0,3,22.09,31,54231.02
58.15,6,15.31,3,196414.41
108.13,3,18.89,39,86184.15
73.87,5,16.89,36,10000.0
156.16,6,20.28,21,69922.94
130.26,6,9.09,24,52560.1
182.42,2,24.63,17,58247.31
81.1,6,29.75,2,211762.02
130.59,7,26.03,4,130451.99
163.19,2,14.47,6,130107.71
46.76,5,15.67,17,31757.83
80.84,2,5.71,19,98473.98
187.83,1,23.47,37,84149.04
103.47,4,14.72,1,139591.82
189.39,1,9.93,19,229331.97
97.38,2,12.75,34,27103.51
78.7,5,24.33,13,38842.63
175.04,1,3.38,32,81295.56
31.44,5,13.43,36,127099.59
148.56,2,29.76,0,28970.66
60.19,2,9.45,34,10000.0
149.0,6,17.59,2,13875.16
181.79,3,3.9,40,137771.12
30.04,2,23.9,36,10000.0
170.11,4,4.12,24,160366.04
171.41,3,5.02,18,65169.44
174.91,2,19.66,28,128679.76
147.14,1,12.41,14,132347.47
57.68,4,24.5,14,45675.68
149.96,4,13.12,37,102656.96
165.02,7,9.97,13,154172.26
56.39,1,2.7,35,53435.04
55.11,4,4.66,29,104970.88
84.39,2,21.84,17,89359.85
50.85,6,20.38,27,79769.87
150.55,4,20.03,15,73075.19
96.44,3,2.92,1,120143.37
61.72,4,14.44,39,30457.29
163.23,7,10.38,5,91016.11
101.8,3,28.78,30,126030.62
177.58,2,1.22,31,171784.47
112.77,3,5.3,35,21700.54
70.8,5,15.37,11,100564.41
36.54,1,19.31,28,61101.59
166.04,3,10.78,4,120845.63
64.29,2,10.64,26,10000.0
155.21,5,8.93,16,81879.64
187.52,2,13.61,38,61761.65
166.05,4,28.96,24,77478.66
107.59,3,10.65,16,237855.93
136.6,7,2.82,33,90850.92
180.34,5,7.7,13,187896.36
130.45,4,8.68,36,150375.03
143.63,5,8.37,11,68041.91
120.23,1,7.43,33,40345.35
38.12,1,24.27,11,34784.21
168.45,5,28.26,1,175596.21
160.35,7,9.88,24,90458.64
38.7,5,7.19,26,83550.11
69.92,4,17.26,13,115103.41
122.66,2,1.41,17,100298.06
111.58,1,4.77,30,142295.04
73.89,6,9.48,10,134673.4
153.96,3,3.83,37,148007.5
82.61,5,21.06,26,120589.28
50.64,1,28.65,3,48593.21
160.96,7,28.39,39,119747.72
50.64,7,25.22,21,120998.07
116.83,4,20.37,11,181452.48
90.05,4,24.39,22,141084.64
72.55,1,27.42,25,125474.05
198.66,2,5.23,6,103046.69
168.59,5,6.63,40,116430.94
87.83,4,23.99,17,49873.5
167.24,7,24.54,8,146332.2
161.49,6,21.22,39,144696.9
156.59,7,20.05,37,10000.0
95.84,6,11.7,36,80951.16
36.18,2,1.11,14,165149.93
140.28,4,22.74,0,103058.53
83.58,4,3.47,34,43689.28
49.8,2,14.73,22,10000.0
123.77,7,10.88,25,224868.17
83.9,3,16.58,17,64413.89
36.62,1,2.59,12,75741.15
73.91,4,29.98,11,86100.02
174.46,1,29.28,15,10000.0
99.17,1,29.46,13,50631.97
151.01,7,4.99,21,172185.7
49.27,3,23.27,13,21335.47
51.03,5,7.16,32,60177.59
173.05,5,22.89,37,121872.98
43.54,6,16.92,23,67722.33
123.9,3,3.91,16,80030.58
188.23,3,27.65,17,54819.33
38.85,1,3.74,38,10000.0
30.68,4,2.23,32,34799.12
57.0,5,26.96,10,100340.07
86.79,2,19.81,23,93277.95
32.86,2,22.13,5,10000.0
155.44,7,26.05,20,121768.12
118.91,3,17.72,29,55337.08
173.11,4,16.88,2,139916.03
62.72,5,9.49,5,173283.24
195.53,4,27.41,12,129259.46
51.19,4,8.39,24,194054.34
30.25,1,12.76,8,34640.33
61.34,6,17.83,39,74587.96
72.29,6,2.17,40,85227.09
146.29,2,28.99,11,10000.0
49.14,1,19.9,29,38751.73
48.18,2,13.97,6,36796.56
140.15,1,26.2,13,10000.0
145.65,4,20.23,34,112583.93
54.81,4,11.24,35,103689.04
113.29,3,13.69,10,19322.26
103.66,2,2.78,36,114491.17
79.14,4,4.2,11,153576.63
78.19,2,13.36,1,72750.02
129.7,3,9.79,9,24982.47
64.16,7,8.99,19,79222.72
67.5,2,1.5,9,92761.45
112.6,2,29.61,22,36218.82
75.5,3,16.14,28,20902.03
76.21,6,15.98,12,78030.04
192.72,1,8.0,11,126614.25
167.65,7,28.77,37,120627.8
187.15,2,19.2,39,10000.0
30.57,1,10.49,28,10000.0
30.25,2,6.43,29,13614.02
152.55,4,8.28,32,45951.57
143.87,5,17.39,14,76873.84
94.59,5,6.69,10,160692.06
110.14,2,16.44,20,65887.0
103.24,5,1.48,3,127693.2
99.83,1,6.94,16,59108.31
199.31,1,3.98,40,63523.32
67.52,2,7.34,4,29845.21
73.6,5,12.87,40,10000.0
181.83,1,10.88,9,28745.99
50.19,7,8.26,24,92440.4
71.01,4,20.98,22,10000.0
141.74,6,22.13,37,10000.0
165.27,3,3.9,20,162447.7
68.99,5,9.05,17,77127.12
106.9,6,5.76,30,161639.02
196.72,5,1.62,11,241117.67
155.37,6,6.2,33,133469.72
63.6,3,14.36,26,55899.85
50.04,6,6.92,25,121581.03
179.63,3,25.21,17,37879.19
57.04,4,1.22,15,28050.69
120.62,6,25.44,17,131400.16
42.45,4,4.14,9,118832.56
168.14,3,21.7,29,116286.44
183.16,5,27.07,37,43926.22
197.35,4,5.56,40,65329.67
192.12,4,5.99,33,112795.01
105.66,3,8.55,9,63890.47
33.4,4,9.57,31,10000.0
109.03,1,26.37,5,15990.12
69.06,6,16.47,34,10000.0
125.21,4,27.37,23,105467.66
118.05,5,26.4,32,38545.65
70.88,1,15.74,24,69060.86
123.89,3,16.23,4,32480.17
74.39,5,4.95,7,41955.49
64.9,7,23.91,28,132214.85
45.2,2,19.12,3,22129.71
155.42,3,14.37,27,35855.93
198.77,3,1.87,31,155229.45
147.45,7,24.48,1,29369.83
84.82,7,22.52,25,162070.33
111.73,7,3.85,31,156594.09
121.64,3,2.66,25,128528.3
55.46,3,10.07,27,45491.3
165.1,5,19.72,30,78099.26
168.17,5,20.38,22,141482.76
78.82,5,27.4,3,131832.71
115.24,7,2.23,15,237988.97
36.87,4,14.55,2,158638.6
180.58,4,11.02,14,182545.7
91.45,5,8.98,6,97308.14
100.21,7,8.81,9,137899.96
84.68,6,2.42,12,169248.13
154.03,5,21.71,25,173718.56
39.02,2,7.97,24,10000.0
90.36,1,23.4,31,10000.0
192.03,7,27.81,7,163887.95
37.99,1,26.09,10,46964.67
119.86,5,27.54,30,100033.89
193.57,6,6.15,38,207855.64
114.74,2,15.95,15,59749.33
40.91,3,8.02,27,10000.0
54.06,4,18.95,12,117260.08
143.81,6,9.92,12,199114.55
33.52,4,22.94,5,63305.81
103.25,1,9.98,31,10000.0
43.97,7,2.18,16,171728.91
56.63,7,11.84,12,74569.89
178.49,2,12.7,9,88746.03
146.14,3,6.56,35,12366.08
153.97,6,3.45,15,158812.36
79.4,5,28.84,21,115270.19
185.77,1,23.39,29,32585.83
115.16,2,25.08,11,101445.64
153.33,2,14.5,33,127373.28
36.38,6,19.53,40,69698.51
79.53,2,27.58,8,48280.85
170.85,3,18.03,35,10000.0
50.77,6,7.43,6,113235.92
131.98,5,14.53,35,109333.49
51.04,1,18.59,8,10000.0
63.66,2,4.91,26,31868.01
199.91,1,26.59,34,19135.61
186.08,5,23.08,20,10000.0
193.49,4,3.76,38,239478.11
152.45,5,26.86,0,48241.19
61.42,7,1.77,32,40449.42
100.55,5,4.71,24,127204.3
187.14,2,20.96,13,37866.86
153.97,7,29.39,5,71757.66
153.21,4,27.58,35,54768.88
133.66,3,4.88,2,81794.95
82.91,1,24.45,35,10000.0
48.51,3,7.55,16,10000.0
111.15,7,1.76,6,191818.06
168.54,2,28.31,24,69928.19
115.99,1,7.96,11,67536.51
73.38,1,21.17,34,19036.48
79.97,5,16.55,38,100072.0
33.61,7,10.79,20,99522.9
97.23,4,29.02,30,76873.79
156.88,4,23.63,1,114340.78
37.17,2,26.37,2,66653.55
97.63,5,3.56,35,76779.55
34.64,2,20.86,3,62579.57
191.97,7,7.34,36,113314.7
90.49,7,13.46,22,93147.01
136.48,4,13.31,22,147599.99
183.41,5,7.11,21,154507.98
36.86,2,9.82,22,121332.24
164.95,4,23.63,14,127350.28
185.16,6,26.92,5,224901.51
37.84,2,19.71,25,47881.39
93.0,6,21.13,24,114249.68
38.07,3,29.8,23,69366.06
127.59,1,21.72,18,74653.01
73.39,7,5.8,30,47681.13
136.41,7,19.11,32,10000.0
177.83,6,9.6,22,105320.32
154.06,6,23.07,34,34828.96
45.24,5,9.57,21,59792.95
191.83,2,5.26,23,152598.08
80.05,7,15.51,12,10000.0
63.06,2,26.83,4,10000.0
172.66,7,24.76,12,205020.51
98.72,5,28.86,2,201892.48
135.78,1,29.71,19,40675.13
159.84,1,19.62,7,82916.24
66.7,5,28.35,29,55006.79
143.92,5,27.33,26,108756.77
182.75,5,5.02,36,125561.76
196.76,7,1.09,14,132428.27
99.27,6,4.42,6,126231.47
88.03,5,24.33,31,10000.0
99.06,7,11.4,27,83522.85
163.21,4,17.61,14,134775.21
137.16,7,7.28,22,146783.76
171.2,2,23.23,32,10152.76
83.33,3,29.43,30,10000.0
75.4,5,5.32,24,140349.61
161.43,7,15.76,25,130261.78
193.07,4,22.82,0,131002.72
143.51,5,13.59,16,155259.75
39.38,7,29.41,15,69942.65
64.35,1,20.38,33,10000.0
175.26,1,28.41,15,186343.24
39.52,6,9.1,12,12308.6
84.64,4,12.83,7,51037.39
137.02,2,26.28,38,10000.0
38.55,3,7.39,11,10000.0
32.86,4,13.78,24,73039.13
190.3,2,22.05,31,48062.79
99.98,2,18.29,14,29339.12
178.32,6,19.14,19,115990.5
95.36,1,29.48,23,65551.85
162.22,1,12.52,21,93455.61
120.7,1,29.14,8,35499.74
52.55,3,11.38,37,12453.86
64.45,4,4.15,22,127983.99
174.42,2,20.66,3,75816.04
57.78,4,4.27,30,80750.13
143.84,2,14.56,22,151751.55
195.99,4,4.52,9,293081.21
80.44,3,18.18,29,77560.11
58.68,5,10.37,6,51995.88
195.42,1,13.5,11,154155.12
38.99,4,6.94,10,134766.21
48.41,2,27.25,30,68120.06
114.94,5,5.94,7,157030.33
45.69,4,26.93,24,86315.13
170.64,1,19.22,10,118486.53
127.33,3,22.3,20,36156.24
154.31,5,13.7,30,131427.21
169.83,2,26.42,34,10000.0
60.13,6,29.88,16,53644.29
106.44,6,1.66,31,170515.74
130.06,6,19.46,16,131593.79
111.31,1,12.68,38,24528.64
70.11,4,16.03,32,56664.2
159.97,4,16.68,3,111193.72
172.92,2,7.49,14,96687.71
96.87,7,20.13,1,80214.38
86.96,4,28.17,27,72488.34
42.39,6,23.33,7,98768.17
196.89,2,10.49,16,53761.64
36.7,5,16.49,27,99045.13
69.99,5,18.66,12,82355.16
56.92,1,25.68,32,10000.0
191.74,6,22.16,26,10000.0
131.7,6,8.27,39,60189.7
140.22,3,26.59,14,56587.98
137.02,6,3.44,14,119954.41
136.43,5,14.28,32,164045.54
105.04,3,27.79,9,11408.89
122.47,4,12.32,8,139994.37
34.46,5,14.11,15,14637.49
43.26,5,2.84,25,162227.81
120.47,4,16.72,34,56405.17
127.68,4,15.67,29,162106.25
84.42,5,6.69,40,150228.06
36.49,6,16.43,27,152764.39
146.0,7,7.89,2,143294.19
75.79,1,20.24,35,10000.0
153.71,3,20.88,23,16415.81
35.21,1,5.87,36,34788.3
174.92,3,8.28,37,141479.45
96.84,5,12.43,6,150193.07
61.57,2,19.38,5,10000.0
120.56,5,25.56,32,83304.2
189.9,5,28.85,37,55942.54
188.87,3,12.74,10,69898.34
61.72,7,10.8,40,10000.0
112.16,3,12.28,39,93051.47
67.68,6,7.45,21,210396.47
162.89,3,3.96,34,132316.22
150.8,3,11.61,38,46621.62
113.24,3,28.73,38,10000.0
84.48,4,23.42,11,92143.42
74.49,1,6.63,25,111930.84
117.09,5,3.16,33,175013.15
185.36,5,15.04,2,48228.77
128.94,3,24.01,3,48142.65
91.92,4,9.92,13,73351.37
85.72,1,7.28,7,75623.88
135.29,2,24.71,19,95134.78
70.49,4,13.97,13,55005.74
32.73,5,8.71,34,22949.71
48.55,7,23.98,1,16695.33
90.16,4,12.11,21,192237.46
119.03,5,2.74,29,164059.28
52.38,4,1.2,14,117553.16
124.83,7,11.1,7,192233.41
53.26,3,17.16,37,10000.0
192.44,7,23.41,20,76550.89
164.69,4,16.63,11,137131.0
150.04,5,10.78,30,124291.04
143.78,5,19.33,29,71191.72
177.35,7,21.67,25,145595.3
60.22,2,9.83,25,65401.42
147.84,3,1.74,37,112390.51
31.06,1,2.24,32,10000.0
140.05,2,3.11,9,157970.44
139.25,7,26.61,33,102483.02
41.77,1,10.4,19,10000.0
118.7,6,19.36,22,115120.86
81.55,7,16.07,25,115404.87
95.59,5,29.86,20,10000.0
198.38,2,13.27,36,79443.8
164.1,6,28.53,26,122559.99
92.27,5,29.56,28,102246.21
186.27,3,7.07,38,10000.0
59.39,5,24.42,4,73200.49
52.73,7,2.82,8,171820.53
31.2,3,19.1,2,104483.32
155.51,1,16.07,17,32954.61
123.97,3,1.7,7,121391.84
110.18,5,21.48,27,117040.57
89.51,4,10.3,30,143054.24
91.74,6,8.7,5,152528.25
35.56,2,18.94,20,84428.74
161.84,6,22.52,15,98195.61
47.38,1,16.93,7,10000.0
104.72,1,19.72,7,17872.47
105.29,6,22.12,37,70839.92
141.42,2,28.74,37,10000.0
128.03,5,27.38,9,135755.69
100.03,2,28.7,29,72358.27
129.48,6,9.79,22,65067.68
54.46,2,10.43,15,133248.7
175.47,5,6.89,22,138024.69
82.37,4,4.54,29,55612.43
113.83,2,24.44,12,73141.48
190.12,5,10.65,35,15798.51
114.68,6,22.03,7,46456.51
105.96,7,25.59,23,166832.67
104.82,2,2.61,10,104957.96
183.18,4,23.03,36,78184.23
150.35,7,10.48,23,111119.27
124.91,5,8.05,6,164356.84
46.75,7,11.56,29,16117.17
153.44,1,16.89,7,95215.59
124.22,5,24.51,27,80999.97
109.15,5,15.67,23,82655.05
155.8,6,26.48,27,144643.98
90.75,2,19.49,16,135706.88
157.6,7,23.29,8,152881.0
77.28,3,7.85,16,115374.42
165.02,3,4.17,3,184146.81
171.98,2,28.67,35,10000.0
45.91,7,5.33,23,43711.45
162.47,6,28.31,30,107409.88
63.8,3,19.96,29,20251.82
62.78,5,24.87,36,10000.0
44.05,6,18.21,4,11164.11
194.46,2,12.54,25,114395.94
56.76,7,20.92,28,62411.23
108.26,4,22.83,6,166851.09
144.48,1,4.27,16,192459.79
52.02,2,2.21,25,88104.52
88.3,6,27.84,30,61875.09
188.51,2,27.84,30,85879.32
62.72,4,10.78,21,141989.86
142.26,4,19.87,27,93400.46
55.44,7,9.18,4,155239.17
78.36,7,17.19,16,10000.0
176.17,5,20.28,39,65316.31
55.52,3,11.89,1,62329.87
173.97,3,21.93,34,10000.0
41.22,6,22.34,0,154265.75
126.71,3,4.72,28,87919.17
114.41,1,23.51,9,27825.37
62.43,3,16.94,22,46656.33
95.85,7,27.8,8,216181.76
180.98,7,5.53,6,180634.89
111.91,1,13.25,14,94989.5
114.13,1,5.82,25,107882.44
105.33,6,28.96,17,108480.59
68.79,2,25.94,21,32525.64
190.68,1,10.93,10,176936.62
146.36,6,1.22,28,116373.22
177.3,1,8.24,5,27240.46
98.94,4,17.37,31,10000.0
106.75,4,26.9,12,151669.95
145.1,3,11.79,17,113990.5
59.32,2,8.29,34,69128.37
108.5,1,4.21,22,175859.73
160.76,7,23.72,5,142278.55
155.24,4,17.06,4,203883.51
97.77,7,28.35,20,86231.93
32.23,1,24.56,27,36467.99
106.12,2,18.19,35,47461.48
40.34,1,6.67,2,68961.11
107.0,2,2.56,29,40633.3
168.21,3,11.47,21,218610.96
76.84,3,6.79,16,83343.37
32.96,4,6.27,21,108233.01
119.78,3,13.96,28,31709.41
64.78,5,1.16,8,88560.6
144.08,7,23.53,24,163679.54
189.59,3,25.31,36,112733.05
104.26,2,3.29,23,10296.02
148.91,4,1.55,2,174611.98
75.22,4,13.34,12,75352.94
158.37,7,4.38,18,255080.49
112.56,4,4.61,10,232449.49
129.55,5,23.28,22,117847.41
169.49,5,22.96,34,53915.17
30.51,2,20.36,28,10000.0
83.83,2,2.23,24,10000.0
80.6,7,18.34,20,93131.47
185.14,7,18.58,40,39093.25
63.77,5,13.73,5,46536.85
100.48,5,17.14,12,58579.23
46.93,2,15.06,38,20131.96
112.45,5,8.72,9,146449.23
61.11,6,20.98,21,127531.37
130.47,3,17.9,36,73466.35
32.49,6,24.85,11,78269.49
180.18,7,29.65,26,179403.05
117.65,7,27.22,34,74526.99
47.97,4,2.59,6,102393.98
166.55,6,8.53,34,103112.43
183.33,5,28.37,32,92044.41
157.66,5,15.88,20,192900.81
198.82,5,14.01,6,273558.77
193.63,6,25.25,20,216427.39
129.9,3,27.91,20,97924.82
194.99,4,26.93,12,38969.22
53.5,7,4.49,38,117971.9
155.37,2,17.56,18,25992.9
116.16,4,28.04,22,115410.34
121.82,4,14.75,19,135221.68
45.93,7,6.22,8,54078.44
